1	445	4
1	35	3
1	57	1
1	79	4
1	146	5
1	368	5
1	390	5
1	434	2
1	490	4
1	545	2
1	579	2
1	590	3
1	601	4
1	690	4
1	701	2
1	801	4
1	823	2
1	878	5
1	934	4
1	940	5
1	941	4
1	11	4
1	12	4
1	36	5
1	37	4
1	40	5
1	55	4
1	59	5
1	69	4
1	71	4
1	84	3
1	87	3
1	92	3
1	118	2
1	139	4
1	147	5
1	148	3
1	151	3
1	160	4
1	161	4
1	166	3
1	167	4
1	169	4
1	170	4
1	173	3
1	175	5
1	192	3
1	214	5
1	216	2
1	219	5
1	237	4
1	239	4
1	240	5
1	249	2
1	251	5
1	253	3
1	258	5
1	267	5
1	272	5
1	280	4
1	291	3
1	306	4
1	311	4
1	314	5
1	320	4
1	321	5
1	322	4
1	324	5
1	332	5
1	337	2
1	338	5
1	339	4
1	343	4
1	356	4
1	374	5
1	377	4
1	381	5
1	387	3
1	400	4
1	410	5
1	432	3
1	460	4
1	482	5
1	487	2
1	492	4
1	493	4
1	506	3
1	515	2
1	530	4
1	531	5
1	563	4
1	567	1
1	569	4
1	577	4
1	582	3
1	593	3
1	597	3
1	611	5
1	613	3
1	616	4
1	618	2
1	621	4
1	628	4
1	633	5
1	655	3
1	658	5
1	659	4
1	664	5
1	665	4
1	666	3
1	674	5
1	684	3
1	686	5
1	692	5
1	697	4
1	698	3
1	702	4
1	733	5
1	738	4
1	763	4
1	765	3
1	768	3
1	770	4
1	774	2
1	776	4
1	780	4
1	784	5
1	798	4
1	805	4
1	808	4
1	821	5
1	837	4
1	839	3
1	850	5
1	857	5
1	859	3
1	868	4
1	870	5
1	873	5
1	874	4
1	882	5
1	885	4
1	892	5
1	902	4
1	909	3
1	910	3
1	911	4
1	914	3
1	916	3
1	920	5
1	922	3
1	924	3
1	926	4
1	929	3
1	930	4
777	135	2
777	690	3
777	856	4
777	14	3
777	88	4
777	105	3
777	128	4
777	192	1
777	197	4
777	200	4
777	216	3
777	226	2
777	310	2
777	333	3
777	374	4
777	440	2
777	453	4
777	470	3
777	482	5
777	494	3
777	503	2
777	514	3
777	624	2
777	719	3
777	739	3
777	773	3
777	813	3
777	830	5
777	850	4
777	881	4
777	885	3
777	917	3
777	938	5
888	368	2
888	545	4
888	790	4
888	943	3
888	7	3
888	121	2
888	137	4
888	164	2
888	226	2
888	228	3
888	275	3
888	367	2
888	374	3
888	405	2
888	484	4
888	487	2
888	503	5
888	582	1
888	648	3
888	666	3
888	684	5
888	720	2
888	786	2
888	844	5
888	902	2
999	667	5
999	68	5
999	101	4
999	545	4
999	579	4
999	812	2
999	5	2
999	12	2
999	19	4
999	36	2
999	66	4
999	121	4
999	133	3
999	175	5
999	202	3
999	209	4
999	220	1
999	228	4
999	241	4
999	254	4
999	274	4
999	341	4
999	342	2
999	348	4
999	391	3
999	394	4
999	397	3
999	408	3
999	410	5
999	417	5
999	425	3
999	451	4
999	485	3
999	515	1
999	547	4
999	566	3
999	581	4
999	582	4
999	610	1
999	618	2
999	622	3
999	628	4
999	630	5
999	648	3
999	720	4
999	747	1
999	750	2
999	757	3
999	765	3
999	773	4
999	785	2
999	816	3
999	850	4
999	871	4
999	908	4
999	927	3
1110	1	3
1110	36	4
1110	41	3
1110	99	4
1110	151	3
1110	175	5
1110	187	3
1110	191	5
1110	216	3
1110	233	4
1110	240	4
1110	260	5
1110	304	4
1110	354	4
